TimeWindow  TotalIterations  Iterations  Convergence  
5012  35188  8  1  
5013  35199  11  1  
5014  35207  8  1  
5015  35217  10  1  
5016  35227  10  1  
5017  35235  8  1  
5018  35245  10  1  
5019  35254  9  1  
5020  35264  10  1  
5021  35276  12  1  
5022  35286  10  1  
5023  35297  11  1  
5024  35307  10  1  
5025  35318  11  1  
5026  35328  10  1  
5027  35339  11  1  
5028  35349  10  1  
5029  35358  9  1  
5030  35369  11  1  
5031  35380  11  1  
5032  35393  13  1  
5033  35403  10  1  
5034  35412  9  1  
5035  35424  12  1  
5036  35435  11  1  
5037  35445  10  1  
5038  35454  9  1  
5039  35464  10  1  
5040  35476  12  1  
5041  35486  10  1  
5042  35498  12  1  
5043  35509  11  1  
5044  35521  12  1  
5045  35532  11  1  
5046  35543  11  1  
5047  35553  10  1  
5048  35565  12  1  
5049  35575  10  1  
5050  35585  10  1  
5051  35593  8  1  
5052  35605  12  1  
5053  35615  10  1  
5054  35625  10  1  
5055  35636  11  1  
5056  35645  9  1  
5057  35656  11  1  
5058  35668  12  1  
5059  35678  10  1  
5060  35689  11  1  
5061  35698  9  1  
5062  35709  11  1  
5063  35721  12  1  
5064  35735  14  1  
5065  35746  11  1  
5066  35757  11  1  
5067  35769  12  1  
5068  35782  13  1  
5069  35794  12  1  
5070  35806  12  1  
5071  35818  12  1  
5072  35828  10  1  
5073  35839  11  1  
5074  35850  11  1  
5075  35860  10  1  
5076  35870  10  1  
5077  35880  10  1  
5078  35889  9  1  
5079  35900  11  1  
5080  35911  11  1  
5081  35922  11  1  
5082  35932  10  1  
5083  35941  9  1  
5084  35952  11  1  
5085  35962  10  1  
5086  35972  10  1  
5087  35981  9  1  
5088  35990  9  1  
5089  36000  10  1  
5090  36010  10  1  
5091  36019  9  1  
5092  36032  13  1  
5093  36042  10  1  
5094  36052  10  1  
5095  36062  10  1  
5096  36071  9  1  
5097  36079  8  1  
5098  36088  9  1  
5099  36096  8  1  
5100  36106  10  1  
5101  36116  10  1  
5102  36126  10  1  
5103  36133  7  1  
5104  36142  9  1  
5105  36150  8  1  
5106  36159  9  1  
5107  36168  9  1  
5108  36177  9  1  
5109  36186  9  1  
5110  36195  9  1  
5111  36203  8  1  
5112  36212  9  1  
5113  36222  10  1  
5114  36231  9  1  
5115  36239  8  1  
5116  36248  9  1  
5117  36258  10  1  
5118  36266  8  1  
5119  36274  8  1  
5120  36282  8  1  
5121  36291  9  1  
5122  36300  9  1  
5123  36310  10  1  
5124  36317  7  1  
5125  36325  8  1  
5126  36334  9  1  
5127  36344  10  1  
5128  36353  9  1  
5129  36364  11  1  
5130  36374  10  1  
5131  36383  9  1  
5132  36394  11  1  
5133  36405  11  1  
5134  36416  11  1  
5135  36425  9  1  
5136  36435  10  1  
5137  36445  10  1  
5138  36454  9  1  
5139  36463  9  1  
5140  36475  12  1  
5141  36485  10  1  
5142  36497  12  1  
5143  36508  11  1  
5144  36518  10  1  
5145  36529  11  1  
5146  36539  10  1  
5147  36550  11  1  
5148  36559  9  1  
5149  36568  9  1  
5150  36578  10  1  
5151  36589  11  1  
5152  36600  11  1  
5153  36613  13  1  
5154  36624  11  1  
5155  36635  11  1  
5156  36647  12  1  
5157  36657  10  1  
5158  36668  11  1  
5159  36678  10  1  
5160  36688  10  1  
5161  36698  10  1  
5162  36708  10  1  
5163  36721  13  1  
5164  36733  12  1  
5165  36745  12  1  
5166  36757  12  1  
5167  36770  13  1  
5168  36781  11  1  
5169  36791  10  1  
5170  36802  11  1  
5171  36813  11  1  
5172  36824  11  1  
5173  36836  12  1  
5174  36848  12  1  
5175  36858  10  1  
5176  36871  13  1  
5177  36885  14  1  
5178  36897  12  1  
5179  36909  12  1  
5180  36920  11  1  
5181  36931  11  1  
5182  36943  12  1  
5183  36956  13  1  
5184  36967  11  1  
5185  36980  13  1  
5186  36993  13  1  
5187  37004  11  1  
5188  37015  11  1  
5189  37026  11  1  
5190  37039  13  1  
5191  37051  12  1  
5192  37064  13  1  
5193  37075  11  1  
5194  37085  10  1  
5195  37097  12  1  
5196  37109  12  1  
5197  37118  9  1  
5198  37128  10  1  
5199  37138  10  1  
5200  37149  11  1  
5201  37159  10  1  
5202  37169  10  1  
5203  37178  9  1  
5204  37187  9  1  
5205  37196  9  1  
5206  37206  10  1  
5207  37215  9  1  
5208  37223  8  1  
5209  37231  8  1  
5210  37239  8  1  
5211  37247  8  1  
5212  37255  8  1  
5213  37264  9  1  
5214  37272  8  1  
5215  37282  10  1  
5216  37290  8  1  
5217  37299  9  1  
5218  37307  8  1  
5219  37316  9  1  
5220  37325  9  1  
5221  37333  8  1  
5222  37342  9  1  
5223  37352  10  1  
5224  37361  9  1  
5225  37371  10  1  
5226  37381  10  1  
5227  37391  10  1  
5228  37401  10  1  
5229  37409  8  1  
5230  37419  10  1  
5231  37428  9  1  
5232  37436  8  1  
5233  37445  9  1  
5234  37453  8  1  
5235  37461  8  1  
5236  37470  9  1  
5237  37479  9  1  
5238  37488  9  1  
5239  37496  8  1  
5240  37505  9  1  
5241  37514  9  1  
5242  37523  9  1  
5243  37534  11  1  
5244  37545  11  1  
5245  37554  9  1  
5246  37565  11  1  
5247  37575  10  1  
5248  37586  11  1  
5249  37596  10  1  
5250  37606  10  1  
5251  37615  9  1  
5252  37625  10  1  
5253  37635  10  1  
5254  37644  9  1  
5255  37654  10  1  
5256  37665  11  1  
5257  37675  10  1  
5258  37686  11  1  
5259  37698  12  1  
5260  37710  12  1  
5261  37721  11  1  
5262  37733  12  1  
5263  37746  13  1  
5264  37758  12  1  
5265  37769  11  1  
5266  37779  10  1  
5267  37790  11  1  
5268  37799  9  1  
5269  37810  11  1  
5270  37821  11  1  
5271  37830  9  1  
5272  37840  10  1  
5273  37850  10  1  
5274  37860  10  1  
5275  37870  10  1  
5276  37880  10  1  
5277  37891  11  1  
5278  37900  9  1  
5279  37912  12  1  
5280  37923  11  1  
5281  37934  11  1  
5282  37944  10  1  
5283  37955  11  1  
5284  37966  11  1  
5285  37978  12  1  
5286  37991  13  1  
5287  38002  11  1  
5288  38012  10  1  
5289  38022  10  1  
5290  38033  11  1  
5291  38043  10  1  
5292  38054  11  1  
5293  38064  10  1  
5294  38074  10  1  
5295  38084  10  1  
5296  38093  9  1  
5297  38103  10  1  
5298  38113  10  1  
5299  38124  11  1  
5300  38134  10  1  
5301  38145  11  1  
5302  38155  10  1  
5303  38164  9  1  
5304  38173  9  1  
5305  38181  8  1  
5306  38190  9  1  
5307  38199  9  1  
5308  38208  9  1  
5309  38216  8  1  
5310  38225  9  1  
5311  38234  9  1  
5312  38243  9  1  
5313  38253  10  1  
5314  38262  9  1  
5315  38271  9  1  
5316  38281  10  1  
5317  38292  11  1  
5318  38303  11  1  
5319  38313  10  1  
5320  38322  9  1  
5321  38332  10  1  
5322  38342  10  1  
5323  38351  9  1  
5324  38360  9  1  
5325  38369  9  1  
5326  38380  11  1  
5327  38390  10  1  
5328  38399  9  1  
5329  38409  10  1  
5330  38419  10  1  
5331  38430  11  1  
5332  38441  11  1  
5333  38449  8  1  
5334  38459  10  1  
5335  38469  10  1  
5336  38480  11  1  
5337  38491  11  1  
5338  38500  9  1  
5339  38510  10  1  
5340  38520  10  1  
5341  38529  9  1  
5342  38538  9  1  
5343  38546  8  1  
5344  38556  10  1  
5345  38566  10  1  
5346  38574  8  1  
5347  38585  11  1  
5348  38593  8  1  
5349  38605  12  1  
5350  38614  9  1  
5351  38625  11  1  
5352  38635  10  1  
5353  38644  9  1  
5354  38653  9  1  
5355  38664  11  1  
5356  38673  9  1  
5357  38684  11  1  
5358  38694  10  1  
5359  38704  10  1  
5360  38714  10  1  
5361  38723  9  1  
5362  38731  8  1  
5363  38741  10  1  
5364  38750  9  1  
5365  38758  8  1  
5366  38767  9  1  
5367  38775  8  1  
5368  38784  9  1  
5369  38795  11  1  
5370  38806  11  1  
5371  38815  9  1  
5372  38825  10  1  
5373  38833  8  1  
5374  38842  9  1  
5375  38852  10  1  
5376  38862  10  1  
5377  38873  11  1  
5378  38882  9  1  
5379  38894  12  1  
5380  38906  12  1  
5381  38917  11  1  
5382  38926  9  1  
5383  38935  9  1  
5384  38946  11  1  
5385  38956  10  1  
5386  38965  9  1  
5387  38975  10  1  
5388  38986  11  1  
5389  38997  11  1  
5390  39008  11  1  
5391  39018  10  1  
5392  39030  12  1  
5393  39042  12  1  
5394  39053  11  1  
5395  39065  12  1  
5396  39076  11  1  
5397  39087  11  1  
5398  39099  12  1  
5399  39109  10  1  
5400  39120  11  1  
5401  39128  8  1  
5402  39138  10  1  
5403  39147  9  1  
5404  39156  9  1  
5405  39165  9  1  
5406  39176  11  1  
5407  39187  11  1  
5408  39196  9  1  
5409  39207  11  1  
5410  39218  11  1  
5411  39229  11  1  
5412  39238  9  1  
5413  39247  9  1  
5414  39256  9  1  
5415  39265  9  1  
5416  39274  9  1  
5417  39283  9  1  
5418  39292  9  1  
5419  39301  9  1  
5420  39310  9  1  
5421  39318  8  1  
5422  39326  8  1  
5423  39335  9  1  
5424  39344  9  1  
5425  39354  10  1  
5426  39364  10  1  
5427  39373  9  1  
5428  39381  8  1  
5429  39390  9  1  
5430  39399  9  1  
5431  39408  9  1  
5432  39417  9  1  
5433  39427  10  1  
5434  39436  9  1  
5435  39445  9  1  
5436  39455  10  1  
5437  39465  10  1  
5438  39475  10  1  
5439  39485  10  1  
5440  39495  10  1  
5441  39505  10  1  
5442  39515  10  1  
5443  39523  8  1  
5444  39534  11  1  
5445  39545  11  1  
5446  39556  11  1  
5447  39567  11  1  
5448  39579  12  1  
5449  39591  12  1  
5450  39600  9  1  
5451  39612  12  1  
5452  39623  11  1  
5453  39632  9  1  
5454  39642  10  1  
5455  39652  10  1  
5456  39663  11  1  
5457  39673  10  1  
5458  39685  12  1  
5459  39697  12  1  
5460  39709  12  1  
5461  39722  13  1  
5462  39732  10  1  
5463  39744  12  1  
5464  39755  11  1  
5465  39768  13  1  
5466  39779  11  1  
5467  39790  11  1  
5468  39800  10  1  
5469  39809  9  1  
5470  39820  11  1  
5471  39832  12  1  
5472  39842  10  1  
5473  39852  10  1  
5474  39863  11  1  
5475  39875  12  1  
5476  39885  10  1  
5477  39895  10  1  
5478  39907  12  1  
5479  39917  10  1  
5480  39928  11  1  
5481  39938  10  1  
5482  39951  13  1  
5483  39960  9  1  
5484  39970  10  1  
5485  39981  11  1  
5486  39993  12  1  
5487  40005  12  1  
5488  40015  10  1  
5489  40027  12  1  
5490  40036  9  1  
5491  40046  10  1  
5492  40057  11  1  
5493  40069  12  1  
5494  40079  10  1  
5495  40088  9  1  
5496  40098  10  1  
5497  40108  10  1  
5498  40118  10  1  
5499  40129  11  1  
5500  40140  11  1  
5501  40150  10  1  
5502  40160  10  1  
5503  40171  11  1  
5504  40182  11  1  
5505  40192  10  1  
5506  40202  10  1  
5507  40214  12  1  
5508  40224  10  1  
5509  40236  12  1  
5510  40249  13  1  
5511  40260  11  1  
5512  40270  10  1  
5513  40282  12  1  
5514  40293  11  1  
5515  40306  13  1  
5516  40317  11  1  
5517  40327  10  1  
5518  40337  10  1  
5519  40347  10  1  
5520  40356  9  1  
5521  40367  11  1  
5522  40376  9  1  
5523  40387  11  1  
5524  40396  9  1  
5525  40406  10  1  
5526  40416  10  1  
5527  40426  10  1  
5528  40435  9  1  
5529  40444  9  1  
5530  40452  8  1  
5531  40462  10  1  
5532  40470  8  1  
5533  40478  8  1  
5534  40486  8  1  
5535  40494  8  1  
5536  40503  9  1  
5537  40511  8  1  
5538  40520  9  1  
5539  40528  8  1  
5540  40536  8  1  
5541  40544  8  1  
5542  40552  8  1  
5543  40561  9  1  
5544  40569  8  1  
5545  40577  8  1  
5546  40584  7  1  
5547  40594  10  1  
5548  40601  7  1  
5549  40610  9  1  
5550  40618  8  1  
5551  40626  8  1  
5552  40635  9  1  
5553  40644  9  1  
5554  40652  8  1  
5555  40661  9  1  
5556  40670  9  1  
5557  40677  7  1  
5558  40686  9  1  
5559  40693  7  1  
5560  40703  10  1  
5561  40713  10  1  
5562  40720  7  1  
5563  40729  9  1  
5564  40739  10  1  
5565  40747  8  1  
5566  40756  9  1  
5567  40765  9  1  
5568  40775  10  1  
5569  40786  11  1  
5570  40795  9  1  
5571  40805  10  1  
5572  40815  10  1  
5573  40823  8  1  
5574  40833  10  1  
5575  40842  9  1  
5576  40853  11  1  
5577  40863  10  1  
5578  40874  11  1  
5579  40884  10  1  
5580  40895  11  1  
5581  40907  12  1  
5582  40917  10  1  
5583  40928  11  1  
5584  40940  12  1  
5585  40952  12  1  
5586  40963  11  1  
5587  40972  9  1  
5588  40982  10  1  
5589  40992  10  1  
5590  41003  11  1  
5591  41012  9  1  
5592  41023  11  1  
5593  41034  11  1  
5594  41046  12  1  
5595  41058  12  1  
5596  41067  9  1  
5597  41078  11  1  
5598  41091  13  1  
5599  41102  11  1  
5600  41114  12  1  
5601  41126  12  1  
5602  41137  11  1  
5603  41147  10  1  
5604  41157  10  1  
5605  41168  11  1  
5606  41178  10  1  
5607  41190  12  1  
5608  41202  12  1  
5609  41215  13  1  
5610  41228  13  1  
5611  41242  14  1  
5612  41254  12  1  
5613  41267  13  1  
5614  41277  10  1  
5615  41290  13  1  
5616  41302  12  1  
5617  41314  12  1  
5618  41328  14  1  
5619  41338  10  1  
5620  41348  10  1  
5621  41360  12  1  
5622  41370  10  1  
5623  41380  10  1  
5624  41390  10  1  
5625  41400  10  1  
5626  41410  10  1  
5627  41419  9  1  
5628  41428  9  1  
5629  41438  10  1  
5630  41447  9  1  
5631  41456  9  1  
5632  41465  9  1  
5633  41473  8  1  
5634  41480  7  1  
5635  41488  8  1  
5636  41497  9  1  
5637  41506  9  1  
5638  41515  9  1  
5639  41524  9  1  
5640  41532  8  1  
5641  41541  9  1  
5642  41549  8  1  
5643  41556  7  1  
5644  41565  9  1  
5645  41574  9  1  
5646  41582  8  1  
5647  41591  9  1  
5648  41600  9  1  
5649  41608  8  1  
5650  41617  9  1  
5651  41624  7  1  
5652  41632  8  1  
5653  41640  8  1  
5654  41648  8  1  
5655  41656  8  1  
5656  41665  9  1  
5657  41673  8  1  
5658  41681  8  1  
5659  41690  9  1  
5660  41698  8  1  
5661  41707  9  1  
5662  41715  8  1  
5663  41723  8  1  
5664  41732  9  1  
5665  41742  10  1  
5666  41751  9  1  
5667  41759  8  1  
5668  41767  8  1  
5669  41776  9  1  
5670  41784  8  1  
5671  41792  8  1  
5672  41800  8  1  
5673  41809  9  1  
5674  41817  8  1  
5675  41826  9  1  
5676  41834  8  1  
5677  41843  9  1  
5678  41851  8  1  
5679  41861  10  1  
5680  41870  9  1  
5681  41880  10  1  
5682  41889  9  1  
5683  41899  10  1  
5684  41908  9  1  
5685  41917  9  1  
5686  41927  10  1  
5687  41939  12  1  
5688  41949  10  1  
5689  41960  11  1  
5690  41971  11  1  
5691  41981  10  1  
5692  41991  10  1  
5693  42001  10  1  
5694  42012  11  1  
5695  42023  11  1  
5696  42033  10  1  
5697  42044  11  1  
5698  42053  9  1  
5699  42064  11  1  
5700  42076  12  1  
5701  42086  10  1  
5702  42095  9  1  
5703  42104  9  1  
5704  42114  10  1  
5705  42124  10  1  
5706  42134  10  1  
5707  42143  9  1  
5708  42150  7  1  
5709  42160  10  1  
5710  42172  12  1  
5711  42182  10  1  
5712  42191  9  1  
5713  42204  13  1  
5714  42217  13  1  
5715  42228  11  1  
5716  42240  12  1  
5717  42250  10  1  
5718  42262  12  1  
5719  42273  11  1  
5720  42284  11  1  
5721  42295  11  1  
5722  42306  11  1  
5723  42318  12  1  
5724  42330  12  1  
5725  42341  11  1  
5726  42352  11  1  
5727  42362  10  1  
5728  42371  9  1  
5729  42382  11  1  
5730  42393  11  1  
5731  42403  10  1  
5732  42412  9  1  
5733  42421  9  1  
5734  42430  9  1  
5735  42440  10  1  
5736  42450  10  1  
5737  42460  10  1  
5738  42470  10  1  
5739  42480  10  1  
5740  42490  10  1  
5741  42499  9  1  
5742  42510  11  1  
5743  42520  10  1  
5744  42529  9  1  
5745  42538  9  1  
5746  42548  10  1  
5747  42558  10  1  
5748  42567  9  1  
5749  42577  10  1  
5750  42587  10  1  
5751  42598  11  1  
5752  42608  10  1  
5753  42618  10  1  
5754  42627  9  1  
5755  42636  9  1  
5756  42645  9  1  
5757  42655  10  1  
5758  42663  8  1  
5759  42673  10  1  
5760  42683  10  1  
5761  42693  10  1  
5762  42703  10  1  
5763  42713  10  1  
5764  42724  11  1  
5765  42736  12  1  
5766  42746  10  1  
5767  42757  11  1  
5768  42768  11  1  
5769  42778  10  1  
5770  42789  11  1  
5771  42801  12  1  
5772  42813  12  1  
5773  42824  11  1  
5774  42835  11  1  
5775  42846  11  1  
5776  42856  10  1  
5777  42868  12  1  
5778  42878  10  1  
5779  42888  10  1  
5780  42900  12  1  
5781  42912  12  1  
5782  42924  12  1  
5783  42935  11  1  
5784  42946  11  1  
5785  42957  11  1  
5786  42968  11  1  
5787  42980  12  1  
5788  42991  11  1  
5789  43002  11  1  
5790  43014  12  1  
5791  43027  13  1  
5792  43039  12  1  
5793  43052  13  1  
5794  43063  11  1  
5795  43075  12  1  
5796  43086  11  1  
5797  43099  13  1  
5798  43111  12  1  
5799  43122  11  1  
5800  43135  13  1  
5801  43148  13  1  
5802  43161  13  1  
5803  43175  14  1  
5804  43188  13  1  
5805  43201  13  1  
5806  43212  11  1  
5807  43222  10  1  
5808  43233  11  1  
5809  43242  9  1  
5810  43254  12  1  
5811  43267  13  1  
5812  43281  14  1  
5813  43292  11  1  
5814  43304  12  1  
5815  43318  14  1  
5816  43331  13  1  
5817  43344  13  1  
5818  43358  14  1  
5819  43370  12  1  
5820  43384  14  1  
5821  43395  11  1  
5822  43407  12  1  
5823  43420  13  1  
5824  43432  12  1  
5825  43443  11  1  
5826  43454  11  1  
5827  43466  12  1  
5828  43477  11  1  
5829  43487  10  1  
5830  43498  11  1  
5831  43509  11  1  
5832  43520  11  1  
5833  43531  11  1  
5834  43542  11  1  
5835  43552  10  1  
5836  43561  9  1  
5837  43571  10  1  
5838  43580  9  1  
5839  43590  10  1  
5840  43600  10  1  
5841  43610  10  1  
5842  43620  10  1  
5843  43630  10  1  
5844  43639  9  1  
5845  43647  8  1  
5846  43655  8  1  
5847  43664  9  1  
5848  43671  7  1  
5849  43680  9  1  
5850  43690  10  1  
5851  43698  8  1  
5852  43705  7  1  
5853  43712  7  1  
5854  43720  8  1  
5855  43729  9  1  
5856  43736  7  1  
5857  43744  8  1  
5858  43753  9  1  
5859  43763  10  1  
5860  43772  9  1  
5861  43780  8  1  
5862  43788  8  1  
5863  43798  10  1  
5864  43806  8  1  
5865  43814  8  1  
5866  43823  9  1  
5867  43832  9  1  
5868  43841  9  1  
5869  43850  9  1  
5870  43858  8  1  
5871  43867  9  1  
5872  43877  10  1  
5873  43885  8  1  
5874  43894  9  1  
5875  43903  9  1  
5876  43912  9  1  
5877  43920  8  1  
5878  43929  9  1  
5879  43939  10  1  
5880  43948  9  1  
5881  43957  9  1  
5882  43966  9  1  
5883  43976  10  1  
5884  43986  10  1  
5885  43995  9  1  
5886  44004  9  1  
5887  44014  10  1  
5888  44024  10  1  
5889  44035  11  1  
5890  44046  11  1  
5891  44056  10  1  
5892  44065  9  1  
5893  44075  10  1  
5894  44084  9  1  
5895  44094  10  1  
5896  44104  10  1  
5897  44114  10  1  
5898  44126  12  1  
5899  44138  12  1  
5900  44148  10  1  
5901  44158  10  1  
5902  44168  10  1  
5903  44180  12  1  
5904  44189  9  1  
5905  44199  10  1  
5906  44210  11  1  
5907  44222  12  1  
5908  44233  11  1  
5909  44243  10  1  
5910  44253  10  1  
5911  44265  12  1  
5912  44275  10  1  
5913  44286  11  1  
5914  44297  11  1  
5915  44309  12  1  
5916  44321  12  1  
5917  44333  12  1  
5918  44345  12  1  
5919  44356  11  1  
5920  44368  12  1  
5921  44380  12  1  
5922  44393  13  1  
5923  44405  12  1  
5924  44418  13  1  
5925  44430  12  1  
5926  44442  12  1  
5927  44454  12  1  
5928  44466  12  1  
5929  44477  11  1  
5930  44490  13  1  
5931  44503  13  1  
5932  44516  13  1  
5933  44530  14  1  
5934  44542  12  1  
5935  44555  13  1  
5936  44568  13  1  
5937  44580  12  1  
5938  44593  13  1  
5939  44604  11  1  
5940  44616  12  1  
5941  44628  12  1  
5942  44642  14  1  
5943  44656  14  1  
5944  44671  15  1  
5945  44684  13  1  
5946  44696  12  1  
5947  44708  12  1  
5948  44722  14  1  
5949  44738  16  1  
5950  44751  13  1  
5951  44763  12  1  
5952  44774  11  1  
5953  44785  11  1  
5954  44795  10  1  
5955  44808  13  1  
5956  44820  12  1  
5957  44831  11  1  
5958  44842  11  1  
5959  44855  13  1  
5960  44868  13  1  
5961  44880  12  1  
5962  44891  11  1  
5963  44901  10  1  
5964  44911  10  1  
5965  44923  12  1  
5966  44934  11  1  
5967  44944  10  1  
5968  44955  11  1  
5969  44967  12  1  
5970  44978  11  1  
5971  44990  12  1  
5972  45000  10  1  
5973  45013  13  1  
5974  45024  11  1  
5975  45035  11  1  
5976  45048  13  1  
5977  45060  12  1  
5978  45070  10  1  
5979  45083  13  1  
5980  45094  11  1  
5981  45108  14  1  
5982  45118  10  1  
5983  45129  11  1  
5984  45140  11  1  
5985  45152  12  1  
5986  45162  10  1  
5987  45173  11  1  
5988  45186  13  1  
5989  45198  12  1  
5990  45211  13  1  
5991  45224  13  1  
5992  45236  12  1  
5993  45248  12  1  
5994  45260  12  1  
5995  45272  12  1  
5996  45284  12  1  
5997  45296  12  1  
5998  45309  13  1  
5999  45322  13  1  
6000  45334  12  1  
6001  45346  12  1  
6002  45358  12  1  
6003  45368  10  1  
6004  45381  13  1  
6005  45391  10  1  
6006  45403  12  1  
6007  45415  12  1  
6008  45426  11  1  
6009  45439  13  1  
6010  45451  12  1  
6011  45462  11  1  
6012  45475  13  1  
6013  45487  12  1  
6014  45501  14  1  
6015  45514  13  1  
6016  45526  12  1  
6017  45538  12  1  
6018  45550  12  1  
6019  45561  11  1  
6020  45572  11  1  
6021  45585  13  1  
6022  45598  13  1  
6023  45609  11  1  
6024  45621  12  1  
6025  45634  13  1  
6026  45646  12  1  
6027  45656  10  1  
6028  45669  13  1  
6029  45683  14  1  
6030  45694  11  1  
6031  45707  13  1  
6032  45721  14  1  
6033  45732  11  1  
6034  45744  12  1  
6035  45758  14  1  
6036  45772  14  1  
6037  45785  13  1  
6038  45797  12  1  
6039  45809  12  1  
6040  45822  13  1  
6041  45833  11  1  
6042  45846  13  1  
6043  45861  15  1  
6044  45873  12  1  
6045  45883  10  1  
6046  45894  11  1  
6047  45904  10  1  
6048  45915  11  1  
6049  45927  12  1  
6050  45938  11  1  
6051  45949  11  1  
6052  45959  10  1  
6053  45970  11  1  
6054  45983  13  1  
6055  45994  11  1  
6056  46006  12  1  
6057  46017  11  1  
6058  46028  11  1  
6059  46038  10  1  
6060  46049  11  1  
6061  46059  10  1  
6062  46068  9  1  
6063  46078  10  1  
6064  46088  10  1  
6065  46096  8  1  
6066  46105  9  1  
6067  46113  8  1  
6068  46121  8  1  
6069  46130  9  1  
6070  46139  9  1  
6071  46148  9  1  
6072  46158  10  1  
6073  46168  10  1  
6074  46178  10  1  
6075  46188  10  1  
6076  46196  8  1  
6077  46207  11  1  
6078  46216  9  1  
6079  46227  11  1  
6080  46237  10  1  
6081  46245  8  1  
6082  46254  9  1  
6083  46263  9  1  
6084  46273  10  1  
6085  46283  10  1  
6086  46294  11  1  
6087  46305  11  1  
6088  46316  11  1  
6089  46325  9  1  
6090  46336  11  1  
6091  46346  10  1  
6092  46356  10  1  
6093  46367  11  1  
6094  46377  10  1  
6095  46386  9  1  
6096  46396  10  1  
6097  46405  9  1  
6098  46414  9  1  
6099  46423  9  1  
6100  46435  12  1  
6101  46445  10  1  
6102  46456  11  1  
6103  46468  12  1  
6104  46478  10  1  
6105  46488  10  1  
6106  46498  10  1  
6107  46508  10  1  
6108  46519  11  1  
6109  46530  11  1  
6110  46540  10  1  
6111  46553  13  1  
6112  46564  11  1  
6113  46574  10  1  
6114  46584  10  1  
6115  46594  10  1  
6116  46606  12  1  
6117  46618  12  1  
6118  46630  12  1  
6119  46642  12  1  
6120  46654  12  1  
6121  46668  14  1  
6122  46678  10  1  
6123  46688  10  1  
6124  46698  10  1  
6125  46708  10  1  
6126  46717  9  1  
6127  46726  9  1  
6128  46739  13  1  
6129  46749  10  1  
6130  46761  12  1  
6131  46771  10  1  
6132  46782  11  1  
6133  46793  11  1  
6134  46804  11  1  
6135  46812  8  1  
6136  46824  12  1  
6137  46834  10  1  
6138  46845  11  1  
6139  46856  11  1  
6140  46867  11  1  
6141  46878  11  1  
6142  46888  10  1  
6143  46899  11  1  
6144  46911  12  1  
6145  46923  12  1  
6146  46934  11  1  
6147  46945  11  1  
6148  46956  11  1  
6149  46968  12  1  
6150  46978  10  1  
6151  46991  13  1  
6152  47004  13  1  
6153  47015  11  1  
6154  47028  13  1  
6155  47039  11  1  
6156  47050  11  1  
6157  47061  11  1  
6158  47071  10  1  
6159  47082  11  1  
6160  47093  11  1  
6161  47102  9  1  
6162  47113  11  1  
6163  47125  12  1  
6164  47134  9  1  
6165  47142  8  1  
6166  47152  10  1  
6167  47161  9  1  
6168  47171  10  1  
6169  47180  9  1  
6170  47189  9  1  
6171  47199  10  1  
6172  47208  9  1  
6173  47216  8  1  
6174  47225  9  1  
6175  47235  10  1  
6176  47245  10  1  
6177  47254  9  1  
6178  47263  9  1  
6179  47271  8  1  
6180  47281  10  1  
6181  47289  8  1  
6182  47299  10  1  
6183  47308  9  1  
6184  47316  8  1  
6185  47325  9  1  
6186  47334  9  1  
6187  47342  8  1  
6188  47351  9  1  
6189  47358  7  1  
6190  47366  8  1  
6191  47375  9  1  
6192  47383  8  1  
6193  47391  8  1  
6194  47400  9  1  
6195  47409  9  1  
6196  47416  7  1  
6197  47424  8  1  
6198  47431  7  1  
6199  47439  8  1  
6200  47447  8  1  
6201  47454  7  1  
6202  47462  8  1  
6203  47471  9  1  
6204  47478  7  1  
6205  47487  9  1  
6206  47496  9  1  
6207  47505  9  1  
6208  47515  10  1  
6209  47523  8  1  
6210  47533  10  1  
6211  47542  9  1  
6212  47553  11  1  
6213  47565  12  1  
6214  47576  11  1  
6215  47586  10  1  
6216  47595  9  1  
6217  47605  10  1  
6218  47615  10  1  
6219  47624  9  1  
6220  47636  12  1  
6221  47647  11  1  
6222  47658  11  1  
6223  47669  11  1  
6224  47679  10  1  
6225  47690  11  1  
6226  47702  12  1  
6227  47713  11  1  
6228  47724  11  1  
6229  47734  10  1  
6230  47744  10  1  
6231  47755  11  1  
6232  47766  11  1  
6233  47778  12  1  
6234  47790  12  1  
6235  47800  10  1  
6236  47811  11  1  
6237  47821  10  1  
6238  47832  11  1  
6239  47841  9  1  
6240  47851  10  1  
6241  47861  10  1  
6242  47871  10  1  
6243  47883  12  1  
6244  47894  11  1  
6245  47905  11  1  
6246  47916  11  1  
6247  47927  11  1  
6248  47938  11  1  
6249  47950  12  1  
6250  47961  11  1  
6251  47971  10  1  
6252  47983  12  1  
6253  47994  11  1  
6254  48007  13  1  
6255  48021  14  1  
6256  48032  11  1  
6257  48045  13  1  
6258  48058  13  1  
6259  48069  11  1  
6260  48082  13  1  
6261  48094  12  1  
6262  48105  11  1  
6263  48116  11  1  
6264  48127  11  1  
6265  48140  13  1  
6266  48153  13  1  
6267  48167  14  1  
6268  48179  12  1  
6269  48191  12  1  
6270  48201  10  1  
6271  48212  11  1  
6272  48221  9  1  
6273  48231  10  1  
6274  48241  10  1  
6275  48251  10  1  
6276  48259  8  1  
6277  48268  9  1  
6278  48278  10  1  
6279  48287  9  1  
6280  48296  9  1  
6281  48304  8  1  
