Timestep  Iteration  resNorm(0)  resNorm(1)  
6  14  0.0000000002305574  0.0000000321918256  
6  15  0.0000000002415575  0.0000000157705809  
6  16  0.0000000000097455  0.0000000023990578  
6  17  0.0000000000093165  0.0000000014029116  
6  18  0.0000000000006976  0.0000000001378374  
6  19  0.0000000000037634  0.0000000000557836  
6  20  0.0000000000007439  0.0000000000880400  
6  21  0.0000000000000002  0.0000000000000092  
7  1  0.0975705446133980  1.5203545437182628  
7  2  0.0099601910856035  0.4197486791298179  
7  3  0.0121186845958729  0.5882545183079396  
7  4  0.0085666873282948  0.3802858237889548  
7  5  0.0040538055584706  0.0961175092397212  
7  6  0.0014031595480128  0.0473782414199650  
7  7  0.0009500537601929  0.0199784821195940  
7  8  0.0000411938193350  0.0048467949012478  
7  9  0.0000283003058299  0.0034152908722607  
7  10  0.0000039322042163  0.0007214300443449  
7  11  0.0000043066673931  0.0005177446445652  
7  12  0.0000005101063103  0.0000721291473525  
7  13  0.0000007058770258  0.0000408014256739  
7  14  0.0000000183467740  0.0000037780369633  
7  15  0.0000000311025168  0.0000021037398513  
7  16  0.0000000011433998  0.0000003903007064  
7  17  0.0000000058366388  0.0000001502716950  
7  18  0.0000000009594699  0.0000001668591934  
7  19  0.0000000004694421  0.0000000105604612  
7  20  0.0000000001045129  0.0000000124993555  
7  21  0.0000000000000002  0.0000000000000176  
8  1  0.0889096388411137  1.5203545437182615  
8  2  0.0000137776735387  0.0014458132088168  
8  3  0.0000207762238256  0.0006139251664703  
8  4  0.0000134089218872  0.0008904053545887  
8  5  0.0000054552068923  0.0002983796121886  
8  6  0.0000010971254904  0.0001035516242335  
8  7  0.0000014884952216  0.0000495055126705  
8  8  0.0000001449239345  0.0000052810197347  
8  9  0.0000000351101065  0.0000048329483705  
8  10  0.0000000198916357  0.0000008773845499  
8  11  0.0000000050984883  0.0000006172787651  
8  12  0.0000000009631696  0.0000000772252414  
8  13  0.0000000003358295  0.0000000569259496  
8  14  0.0000000000328178  0.0000000060337344  
8  15  0.0000000000210235  0.0000000030940582  
8  16  0.0000000000228750  0.0000000023199291  
8  17  0.0000000000087438  0.0000000004511206  
8  18  0.0000000000033781  0.0000000003083113  
8  19  0.0000000000003737  0.0000000000322045  
8  20  0.0000000000002405  0.0000000000209414  
8  21  0.0000000000000002  0.0000000000000126  
9  1  0.0816591936086098  1.5203545437182675  
9  2  0.0033697773235223  0.2474425452346871  
9  3  0.0095164684600079  0.1688390054288782  
9  4  0.0028880220270276  0.1508497273235598  
9  5  0.0015879927967740  0.0861796281031319  
9  6  0.0002098655897112  0.0152188308113334  
9  7  0.0001319640211561  0.0107193494429185  
9  8  0.0000258487149634  0.0012036295505013  
9  9  0.0000215515527432  0.0007962429917513  
9  10  0.0000013809197373  0.0001715887256174  
9  11  0.0000019429255681  0.0001163940792841  
9  12  0.0000002033782590  0.0000193322604661  
9  13  0.0000000758411275  0.0000159925062984  
9  14  0.0000000113037542  0.0000020830612266  
9  15  0.0000000087846033  0.0000015444768587  
9  16  0.0000000042226221  0.0000007862447671  
9  17  0.0000000008827764  0.0000001379801683  
9  18  0.0000000003353665  0.0000000896587764  
9  19  0.0000000001149582  0.0000000075895837  
9  20  0.0000000000507018  0.0000000064374643  
9  21  0.0000000000000004  0.0000000000000236  
10  1  0.0755009453827415  1.5203545437182791  
10  2  0.0000023952535337  0.0001466979705651  
10  3  0.0000021039724053  0.0001158965456029  
10  4  0.0000008539967657  0.0000850350985195  
10  5  0.0000006254315173  0.0000112355489517  
10  6  0.0000001327048783  0.0000088871885418  
10  7  0.0000001012138378  0.0000036934888097  
10  8  0.0000000078716154  0.0000012220168699  
10  9  0.0000000067619248  0.0000006182408952  
10  10  0.0000000004478792  0.0000001658129092  
10  11  0.0000000007023109  0.0000000841980501  
10  12  0.0000000000409057  0.0000000158098538  
10  13  0.0000000000592178  0.0000000081738242  
10  14  0.0000000000028502  0.0000000013232363  
10  15  0.0000000000059608  0.0000000005820228  
10  16  0.0000000000003519  0.0000000001127806  
10  17  0.0000000000006956  0.0000000000762506  
10  18  0.0000000000001668  0.0000000000494221  
10  19  0.0000000000001308  0.0000000000033859  
10  20  0.0000000000000288  0.0000000000043113  
10  21  0.0000000000000003  0.0000000000000258  
